habitat,site,site.code,year,week,doy,plant.species,transect.section,flw.count.mean,flw.count.sum,flw.count.mean.per.meter
aspen,Stormy.Pass,SP,2015,13,224,Dugaldia.hoopesii,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Dugaldia.hoopesii,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,0to5,8,8,3.2
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,10to15,5,5,2
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,15to20,5,5,2
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,20to25,34,34,13.6
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,25to30,18,18,7.2
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,30to35,27,27,10.8
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,35to40,4,4,1.6
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.elatior,5to10,6,6,2.4
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,25to30,3,3,1.2
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,30to35,11,11,4.4
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Erigeron.speciosus,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,20to25,2,2,0.8
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Gentianella.acuta,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,0to5,19,19,7.6
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,10to15,18,18,7.2
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,25to30,4,4,1.6
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Heliomeris.multiflora,5to10,28,28,11.2
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,10to15,34,34,13.6
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,15to20,5,5,2
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Ligularia.bigelovii,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,35to40,38,38,15.2
aspen,Stormy.Pass,SP,2015,13,224,Senecio.serra,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,10to15,4,4,1.6
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Dugaldia.hoopesii,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,0to5,3,3,1.2
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,10to15,4,4,1.6
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,15to20,2,2,0.8
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,20to25,5,5,2
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,25to30,12,12,4.8
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,30to35,11,11,4.4
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.elatior,5to10,1,1,0.4
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,30to35,5,5,2
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Erigeron.speciosus,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,0to5,31,31,12.4
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,10to15,10,10,4
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,20to25,2,2,0.8
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,25to30,9,9,3.6
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Heliomeris.multiflora,5to10,40,40,16
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,35to40,3,3,1.2
aspen,Stormy.Pass,SP,2015,14,235,Senecio.serra,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,15to20,1,1,0.4
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Achillea.millefolium,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,20to25,1,1,0.4
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,30to35,1,1,0.4
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.elatior,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,25to30,1,1,0.4
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,30to35,2,2,0.8
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Erigeron.speciosus,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,0to5,16,16,6.4
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,10to15,8,8,3.2
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,15,245,Heliomeris.multiflora,5to10,14,14,5.6
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,15to20,1,1,0.4
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Achillea.millefolium,5to10,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,0to5,5,5,2
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,16,252,Heliomeris.multiflora,5to10,5,5,2
aspen,Stormy.Pass,SP,2015,17,262,0,0to5,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,10to15,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,15to20,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,20to25,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,25to30,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,30to35,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,35to40,0,0,0
aspen,Stormy.Pass,SP,2015,17,262,0,5to10,0,0,0
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,0to5,0,0,0
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,10to15,4,4,1.6
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,15to20,10,10,4
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,20to25,0,0,0
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,25to30,0,0,0
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,30to35,0,0,0
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,35to40,0,0,0
dry,Avery.Wash,AW,2015,1,133,Claytonia.lanceolata,5to10,0,0,0
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,0to5,0,0,0
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,10to15,5,5,2
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,15to20,41,41,16.4
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,20to25,6,6,2.4
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,25to30,0,0,0
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,30to35,0,0,0
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,35to40,0,0,0
dry,Avery.Wash,AW,2015,2,141,Claytonia.lanceolata,5to10,0,0,0
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,0to5,0,0,0
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,10to15,2,2,0.8
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,15to20,12,12,4.8
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,20to25,8,8,3.2
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,25to30,0,0,0
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,30to35,0,0,0
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,35to40,0,0,0
dry,Avery.Wash,AW,2015,3,149,Claytonia.lanceolata,5to10,0,0,0
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,0to5,49,49,19.6
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,10to15,0,0,0
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,15to20,11,11,4.4
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,20to25,0,0,0
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,25to30,13,13,5.2
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,30to35,0,0,0
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,35to40,14,14,5.6
dry,Avery.Wash,AW,2015,3,149,Mertensia.fusiformis,5to10,3,3,1.2
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,0to5,0,0,0
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,10to15,0,0,0
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,15to20,0,0,0
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,20to25,0,0,0
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,25to30,3,3,1.2
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,30to35,0,0,0
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,35to40,0,0,0
dry,Avery.Wash,AW,2015,3,149,Ranunculus.inamoenus,5to10,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,0to5,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,10to15,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,15to20,1,1,0.4
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,20to25,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,25to30,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,30to35,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,35to40,0,0,0
dry,Avery.Wash,AW,2015,3,149,Viola.praemorsa,5to10,0,0,0
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,0to5,0,0,0
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,10to15,0,0,0
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,15to20,11,11,4.4
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,20to25,3,3,1.2
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,25to30,0,0,0
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,30to35,0,0,0
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,35to40,0,0,0
dry,Avery.Wash,AW,2015,4,153,Claytonia.lanceolata,5to10,0,0,0
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,0to5,63,63,25.2
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,10to15,22,22,8.8
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,15to20,17,17,6.8
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,20to25,0,0,0
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,25to30,25,25,10
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,30to35,8,8,3.2
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,35to40,16,16,6.4
dry,Avery.Wash,AW,2015,4,153,Mertensia.fusiformis,5to10,26,26,10.4
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,0to5,0,0,0
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,10to15,1,1,0.4
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,15to20,0,0,0
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,20to25,5,5,2
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,25to30,8,8,3.2
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,30to35,0,0,0
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,35to40,0,0,0
dry,Avery.Wash,AW,2015,4,153,Ranunculus.inamoenus,5to10,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,0to5,1,1,0.4
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,10to15,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,15to20,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,20to25,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,25to30,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,30to35,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,35to40,0,0,0
dry,Avery.Wash,AW,2015,4,153,Taraxacum.officinale,5to10,0,0,0
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,0to5,6,6,2.4
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,10to15,2,2,0.8
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,15to20,1,1,0.4
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,20to25,0,0,0
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,25to30,0,0,0
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,30to35,0,0,0
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,35to40,1,1,0.4
dry,Avery.Wash,AW,2015,4,153,Viola.praemorsa,5to10,1,1,0.4
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,0to5,0,0,0
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,10to15,0,0,0
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,15to20,2,2,0.8
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,20to25,0,0,0
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,25to30,0,0,0
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,30to35,0,0,0
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,35to40,0,0,0
dry,Avery.Wash,AW,2015,5,158,Claytonia.lanceolata,5to10,0,0,0
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,0to5,0,0,0
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,10to15,1,1,0.4
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,15to20,4,4,1.6
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,20to25,3,3,1.2
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,25to30,3,3,1.2
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,30to35,0,0,0
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,35to40,6,6,2.4
dry,Avery.Wash,AW,2015,5,158,Fragaria.virginiana,5to10,0,0,0
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,0to5,41,41,16.4
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,10to15,17,17,6.8
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,15to20,21,21,8.4
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,20to25,0,0,0
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,25to30,22,22,8.8
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,30to35,3,3,1.2
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,35to40,14,14,5.6
dry,Avery.Wash,AW,2015,5,158,Mertensia.fusiformis,5to10,5,5,2
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,0to5,0,0,0
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,10to15,2,2,0.8
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,15to20,0,0,0
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,20to25,15,15,6
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,25to30,7,7,2.8
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,30to35,1,1,0.4
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,35to40,0,0,0
dry,Avery.Wash,AW,2015,5,158,Ranunculus.inamoenus,5to10,0,0,0
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,0to5,1,1,0.4
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,10to15,5,5,2
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,15to20,3,3,1.2
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,20to25,0,0,0
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,25to30,0,0,0
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,30to35,2,2,0.8
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,35to40,2,2,0.8
dry,Avery.Wash,AW,2015,5,158,Taraxacum.officinale,5to10,1,1,0.4
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,0to5,14,14,5.6
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,10to15,10,10,4
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,15to20,12,12,4.8
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,20to25,7,7,2.8
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,25to30,11,11,4.4
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,30to35,4,4,1.6
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,35to40,6,6,2.4
dry,Avery.Wash,AW,2015,5,158,Viola.praemorsa,5to10,15,15,6
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,0to5,15,15,6
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,10to15,14,14,5.6
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,15to20,0,0,0
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,20to25,0,0,0
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,25to30,0,0,0
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,30to35,0,0,0
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,35to40,0,0,0
dry,Avery.Wash,AW,2015,6,168,Delphinium.nuttallianum,5to10,16,16,6.4
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,0to5,0,0,0
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,10to15,8,8,3.2
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,15to20,9,9,3.6
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,20to25,2,2,0.8
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,25to30,31,31,12.4
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,30to35,5,5,2
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,35to40,42,42,16.8
dry,Avery.Wash,AW,2015,6,168,Fragaria.virginiana,5to10,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,0to5,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,10to15,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,15to20,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,20to25,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,25to30,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,30to35,0,0,0
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,35to40,2,2,0.8
dry,Avery.Wash,AW,2015,6,168,Lathyrus.leucanthus,5to10,0,0,0
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,0to5,2,2,0.8
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,10to15,0,0,0
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,15to20,0,0,0
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,20to25,0,0,0
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,25to30,6,6,2.4
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,30to35,0,0,0
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,35to40,3,3,1.2
dry,Avery.Wash,AW,2015,6,168,Mertensia.fusiformis,5to10,0,0,0
dry,Avery.Wash,AW,2015,6,168,Potentilla.pulcherrima,0to5,1,1,0.4
dry,Avery.Wash,AW,2015,6,168,Potentilla.pulcherrima,10to15,3,3,1.2
dry,Avery.Wash,AW,2015,6,168,Potentilla.pulcherrima,15to20,9,9,3.6
dry,Avery.Wash,AW,2015,6,168,Potentilla.pulcherrima,20to25,0,0,0
dry,Avery.Wash,AW,2015,6,168,Potentilla.pulcherrima,25to30,0,0,0
