site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,flw.per.meter.sum.week,flw.count.sum.week
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,28-Aug-21,240,18,JEO,11:10:00,12:10:00,60,clear.warm.breezy,aspen,a,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,52.9,529
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Gentiana.parryi,pollen,0.2,2
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,appositus,m,frg,Gentiana.parryi,nectar,0.2,2
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Aster.foliaceus,nectar,NA,NA
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Senecio.serra,nectar,NA,NA
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,appositus,w,frg,Gentiana.parryi,nectar,0.2,2
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,flavifrons,w,frg,Gentiana.parryi,nectar,0.2,2
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,wet,w,1,Bombus,flavifrons,w,frg,Gentiana.parryi,nectar,0.2,2
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,dry,d,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,5-Sep-21,248,19,JEO,15:05:00,16:05:00,60,clear.warm,aspen,a,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,11.7,117
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Stormy.Pass,SP,2021,10-Sep-21,253,20,JEO,13:40:00,14:40:00,60,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,2.4,24
Avery.Wash,AW,2022,14-May-22,134,1,JEO,14:20:00,15:20:00,60,clear.mild,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,14-May-22,134,1,JEO,14:20:00,15:20:00,60,clear.mild,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,22-May-22,142,2,JEO,12:55:00,13:55:00,60,mostly.cloudy.cold.windy,dry,d,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,NA,NA
Avery.Wash,AW,2022,22-May-22,142,2,JEO,12:55:00,13:55:00,60,mostly.cloudy.cold.windy,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,0.7,7
Avery.Wash,AW,2022,22-May-22,142,2,JEO,12:55:00,13:55:00,60,mostly.cloudy.cold.windy,wet,w,1,Bombus,bifarius,q,frg,Salix.sp,nectar,NA,NA
Avery.Wash,AW,2022,22-May-22,142,2,JEO,12:55:00,13:55:00,60,mostly.cloudy.cold.windy,wet,w,1,Bombus,bifarius,q,frg,Salix.sp,nectar,NA,NA
Avery.Wash,AW,2022,31-May-22,151,3,JEO,14:05:00,15:05:00,60,clear.mild.windy,wet,w,1,Bombus,bifarius,q,frg,Salix.sp,nectar,NA,NA
Avery.Wash,AW,2022,31-May-22,151,3,JEO,14:05:00,15:05:00,60,clear.mild.windy,wet,w,1,Bombus,bifarius,q,frg,Salix.sp,nectar,NA,NA
Avery.Wash,AW,2022,31-May-22,151,3,JEO,14:05:00,15:05:00,60,clear.mild.windy,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,31-May-22,151,3,JEO,14:05:00,15:05:00,60,clear.mild.windy,wet,w,1,Bombus,bifarius,q,frg,Erythronium.grandiflorum,nectar,0.1,1
Avery.Wash,AW,2022,31-May-22,151,3,JEO,14:05:00,15:05:00,60,clear.mild.windy,dry,d,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,18.3,183
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,wet,w,1,Bombus,bifarius,q,frg,Salix.sp,nectar,NA,NA
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,nectar,13.8,138
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,wet,w,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,nectar,13.8,138
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,dry,d,1,Bombus,bifarius,q,frg,Taraxacum.officinale,nectar,5.9,59
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,dry,d,1,Bombus,californicus,q,frg,Delphinium.nuttallianum,nectar,0.9,9
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,dry,d,1,Bombus,flavifrons,q,frg,Taraxacum.officinale,nectar,5.9,59
Avery.Wash,AW,2022,6-Jun-22,157,4,JEO,15:20:00,16:20:00,60,partly.cloudy.warm.windy,aspen,a,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,12-Jun-22,163,5,JEO,11:05:00,12:05:00,60,clear.warm.windy,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar,15.3,153
Avery.Wash,AW,2022,12-Jun-22,163,5,JEO,11:05:00,12:05:00,60,clear.warm.windy,dry,d,1,Bombus,rufocinctus,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,12-Jun-22,163,5,JEO,11:05:00,12:05:00,60,clear.warm.windy,dry,d,1,Bombus,flavifrons,q,frg,Distegia.involucrata,nectar,NA,NA
Avery.Wash,AW,2022,12-Jun-22,163,5,JEO,11:05:00,12:05:00,60,clear.warm.windy,wet,w,1,Bombus,flavifrons,q,frg,Distegia.involucrata,nectar,NA,NA
Avery.Wash,AW,2022,12-Jun-22,163,5,JEO,11:05:00,12:05:00,60,clear.warm.windy,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,nectar,15.3,153
Avery.Wash,AW,2022,12-Jun-22,163,5,JEO,11:05:00,12:05:00,60,clear.warm.windy,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,nectar,15.3,153
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,dry,d,1,Bombus,mixtus,q,frg,Distegia.involucrata,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,aspen,a,1,Bombus,mixtus,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,mixtus,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,rufocinctus,q,frg,Hydrophyllum.fendleri,nectar,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,appositus,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,appositus,q,ns,NA,NA,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,18-Jun-22,169,6,JEO,12:15:00,13:15:00,60,cloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Distegia.involucrata,nectar.and.pollen,NA,NA
Avery.Wash,AW,2022,24-Jun-22,175,7,JEO,10:55:00,11:55:00,60,partly.cloudy.warm.rain,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,17.6,176
Avery.Wash,AW,2022,24-Jun-22,175,7,JEO,10:55:00,11:55:00,60,partly.cloudy.warm.rain,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,17.6,176
